ID,Detail,Cause,Result
19570622-0,Loss of control,,Loss of control
19570624-0,Loss of control,,Loss of control
19570723-0,Loss of control,,Loss of control
19570811-0,Turbulence;Loss of control,WEATHER,Loss of control
19570820-0,Loss of control,,Loss of control
19570920-1,Loss of control,,Loss of control
19571004-0,Icing;Loss of control,WEATHER,Loss of control
19571106-0,Loss of control,,Loss of control
19571231-2,Loss of control,,Loss of control
19580114-1,Loss of control,,Loss of control
19580299-0,Loss of control,,Loss of control
19580307-1,Loss of control,,Loss of control
19580406-0,Icing;Loss of control,WEATHER,Loss of control
19580518-0,Loss of control,,Loss of control
19580531-1,Loss of control,,Loss of control
19580603-0,Loss of control,,Loss of control
19580608-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
19580616-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19580627-0,Loss of control,,Loss of control
19580627-2,Loss of control,,Loss of control
19580814-0,Loss of control,,Loss of control
19580815-3,Loss of control,,Loss of control
19580907-0,Lightningstrike;Loss of control,WEATHER,Loss of control
19580910-0,Loss of control,,Loss of control
19580919-2,Loss of control,,Loss of control
19580922-0,Loss of control,,Loss of control
19581017-0,Loss of control,,Loss of control
19581204-0,Icing;Loss of control,WEATHER,Loss of control
19581223-0,Loss of control,,Loss of control
19581226-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19581230-0,Loss of control,,Loss of control
19590118-0,Loss of control,,Loss of control
19590119-0,Loss of control,,Loss of control
19590203-0,Loss of control,,Loss of control
19590304-1,Loss of control,,Loss of control
19590331-1,Loss of control,,Loss of control
19590401-0,Loss of control,,Loss of control
19590529-0,Loss of control,,Loss of control
19590601-0,Shot down by aircraft;Loss of control;Shot down,SECURITY,Loss of control
19591019-1,Loss of control,,Loss of control
19591116-0,Icing;Loss of control,WEATHER,Loss of control
19591128-0,Loss of control,,Loss of control
19591217-2,Loss of control,,Loss of control
19600103-0,Loss of control,,Loss of control
19600106-0,Sabotage;Loss of control,SECURITY,Loss of control
19600118-0,Icing;Loss of control,WEATHER,Loss of control
19600213-1,Loss of control,,Loss of control
19600226-1,Icing;Loss of control,WEATHER,Loss of control
19600310-0,Loss of control,,Loss of control
19600428-0,Sabotage;Loss of control,SECURITY,Loss of control
19600523-0,Loss of control,,Loss of control
19600721-0,Loss of control,,Loss of control
19600824-2,Loss of control,,Loss of control
19600929-0,Thunderstorm;Loss of control,WEATHER,Loss of control
19601111-1,Loss of control,,Loss of control
19601213-0,Loss of control,,Loss of control
19601226-0,Icing;Loss of control,WEATHER,Loss of control
19610128-1,Loss of control,,Loss of control
19610215-3,Loss of control,,Loss of control
19610323-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19610328-0,Loss of control,,Loss of control
19610529-0,Loss of control,,Loss of control
19610530-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
19610910-0,Loss of control,,Loss of control
19610924-0,Loss of control,,Loss of control
19611010-0,Loss of control,,Loss of control
19611012-1,Loss of control,,Loss of control
19611206-3,Loss of control,,Loss of control
19611217-0,Loss of control,,Loss of control
19611227-0,Loss of control,,Loss of control
19620102-0,Loss of control,,Loss of control
19620120-0,Loss of control,,Loss of control
19620204-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19620630-2,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19620716-0,Loss of control,,Loss of control
19620722-0,Loss of control,,Loss of control
19620806-1,Turbulence;Loss of control,WEATHER,Loss of control
19620903-0,Loss of control,,Loss of control
19621023-1,Loss of control,,Loss of control
19621219-0,Loss of control,,Loss of control
19630129-0,Icing;Loss of control,WEATHER,Loss of control
19630208-1,Icing;Loss of control,WEATHER,Loss of control
19630212-0,Turbulence;Loss of control,WEATHER,Loss of control
19630216-0,Loss of control,,Loss of control
19630414-0,Loss of control,,Loss of control
19630423-0,Loss of control,,Loss of control
19630503-0,Loss of control,,Loss of control
19630518-0,Loss of control,,Loss of control
19630728-0,Turbulence;Loss of control,WEATHER,Loss of control
19630808-0,Icing;Loss of control,WEATHER,Loss of control
19630911-1,Cause undetermined;Loss of control,UNKNOWN,Loss of control
19630917-0,Loss of control,,Loss of control
19631022-0,Loss of control,,Loss of control
19631129-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
19631207-1,Loss of control,,Loss of control
19640217-1,Loss of control,,Loss of control
19640308-2,Icing;Loss of control,WEATHER,Loss of control
19640310-1,Icing;Loss of control,WEATHER,Loss of control
19640402-0,Loss of control,,Loss of control
19640505-0,Loss of control,,Loss of control
19640507-0,Loss of control;Pilot or passenger suicide,SECURITY,Loss of control
19640613-1,Loss of control,,Loss of control
19640620-0,Loss of control,,Loss of control
19640625-0,Loss of control,,Loss of control
19640922-0,Loss of control,,Loss of control
19641024-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19641107-0,Loss of control,,Loss of control
19641109-1,Loss of control,,Loss of control
19641112-0,Loss of control,,Loss of control
19641120-1,Icing;Loss of control,WEATHER,Loss of control
19641219-0,Shot down by aircraft;Loss of control;Shot down,SECURITY,Loss of control
19650116-0,Loss of control,,Loss of control
19650225-0,Loss of control,,Loss of control
19650318-1,Loss of control,,Loss of control
19650331-0,Loss of control,,Loss of control
19650512-0,Loss of control,,Loss of control
19650529-0,Loss of control,,Loss of control
19650720-0,Loss of control,,Loss of control
19650824-0,Loss of control,,Loss of control
19650916-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19651017-2,Loss of control,,Loss of control
19651018-0,Loss of control;Shot down,SECURITY,Loss of control
19651118-0,Loss of control,,Loss of control
19651212-1,Loss of control,,Loss of control
19651216-0,Loss of control,,Loss of control
19660114-1,Loss of control,,Loss of control
19660128-0,Loss of control,,Loss of control
19660202-0,Loss of control,,Loss of control
19660305-1,Turbulence;Loss of control,WEATHER,Loss of control
19660423-0,Loss of control,,Loss of control
19660425-1,Loss of control,,Loss of control
19660603-1,Loss of control,,Loss of control
19660716-1,Loss of control,,Loss of control
19660725-0,Loss of control,,Loss of control
19660727-1,Loss of control,,Loss of control
19660924-0,Loss of control,,Loss of control
19660926-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
19661013-0,Loss of control,,Loss of control
19661122-0,Sabotage;Loss of control,SECURITY,Loss of control
19670130-0,Loss of control,,Loss of control
19670306-0,Loss of control,,Loss of control
19670310-0,Icing;Loss of control,WEATHER,Loss of control
19670313-1,Hijack;Shot down by aircraft;Loss of control;Shot down,SECURITY,Loss of control
19670406-0,Loss of control,,Loss of control
19670411-2,Loss of control,,Loss of control
19670427-2,Loss of control,,Loss of control
19670503-2,Icing;Loss of control,WEATHER,Loss of control
19670527-0,Loss of control,,Loss of control
19670612-0,Loss of control,,Loss of control
19670617-1,Loss of control,,Loss of control
19670622-1,Loss of control,,Loss of control
19670624-0,Loss of control,,Loss of control
19670630-0,Loss of control,,Loss of control
19670717-0,Loss of control,,Loss of control
19670803-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19671012-0,Sabotage;Loss of control,SECURITY,Loss of control
19671012-3,Loss of control,,Loss of control
19671116-0,Loss of control,,Loss of control
19671119-0,Loss of control,,Loss of control
19671129-0,Loss of control,,Loss of control
19680106-0,Loss of control,,Loss of control
19680117-1,Loss of control,,Loss of control
19680229-1,Loss of control,,Loss of control
19680306-1,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19680324-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
19680326-0,Turbulence;Loss of control,WEATHER,Loss of control
19680512-1,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19680607-0,Loss of control,,Loss of control
19680725-0,Loss of control,,Loss of control
19680907-0,Loss of control,,Loss of control
19680920-1,Loss of control,,Loss of control
19681206-2,Loss of control,,Loss of control
19681213-2,Icing;Loss of control,WEATHER,Loss of control
19681227-1,Icing;Loss of control,WEATHER,Loss of control
19690102-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19690117-0,Loss of control,,Loss of control
19690225-1,Icing;Loss of control,WEATHER,Loss of control
19690306-0,Loss of control,,Loss of control
19690402-0,Loss of control,,Loss of control
19690415-0,Shot down by aircraft;Loss of control;Shot down,SECURITY,Loss of control
19690421-0,Loss of control,,Loss of control
19690425-1,Thunderstorm;Loss of control;Windshear/downdraft,WEATHER,Loss of control
19690523-2,Loss of control,,Loss of control
19690605-0,Missing;Loss of control,UNKNOWN,Loss of control
19690605-1,Shot down by aircraft;Loss of control;Shot down,SECURITY,Loss of control
19690623-1,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19690812-2,Loss of control,,Loss of control
19691013-0,Loss of control,,Loss of control
19691110-1,Loss of control,,Loss of control
19691113-0,Icing;Loss of control,WEATHER,Loss of control
19691203-0,Loss of control,,Loss of control
19691204-0,Loss of control,,Loss of control
19691206-0,Icing;Loss of control,WEATHER,Loss of control
19691219-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19691226-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19700105-1,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19700113-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19700114-2,Loss of control,,Loss of control
19700131-1,Loss of control,,Loss of control
19700204-3,Turbulence;Loss of control,WEATHER,Loss of control
19700221-1,Sabotage;Loss of control,SECURITY,Loss of control
19700306-0,Loss of control,,Loss of control
19700316-0,Loss of control,,Loss of control
19700413-0,Loss of control,,Loss of control
19700420-0,Loss of control,,Loss of control
19700422-2,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19700507-0,Loss of control,,Loss of control
19700526-1,Turbulence;Loss of control,WEATHER,Loss of control
19700719-2,Loss of control,,Loss of control
19700809-0,Loss of control,,Loss of control
19700902-0,Loss of control,,Loss of control
19700915-0,Loss of control,,Loss of control
19700927-0,Loss of control,,Loss of control
19701001-2,Loss of control,,Loss of control
19701015-0,Icing;Loss of control,WEATHER,Loss of control
19701028-2,Loss of control,,Loss of control
19701215-0,Loss of control,,Loss of control
19710122-0,Icing;Loss of control,WEATHER,Loss of control
19710131-0,Icing;Loss of control,WEATHER,Loss of control
19710323-0,Loss of control,,Loss of control
19710415-1,Loss of control,,Loss of control
19710729-1,Low visibility;Loss of control,WEATHER,Loss of control
19710828-0,Loss of control,,Loss of control
19711010-0,Sabotage;Loss of control,SECURITY,Loss of control
19711019-1,Loss of control,,Loss of control
19711102-0,Loss of control,,Loss of control
19711112-0,Loss of control,,Loss of control
19711112-1,Loss of control,,Loss of control
19711201-0,Icing;Loss of control,WEATHER,Loss of control
19720126-0,Sabotage;Loss of control,SECURITY,Loss of control
19720211-0,Missing;Loss of control;Shot down,SECURITY;UNKNOWN,Loss of control
19720411-1,Loss of control,,Loss of control
19720416-1,Thunderstorm;Loss of control,WEATHER,Loss of control
19720504-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19720605-0,Loss of control,,Loss of control
19720615-1,Sabotage;Loss of control,SECURITY,Loss of control
19720624-0,Loss of control,,Loss of control
19720629-3,Loss of control,,Loss of control
19720711-1,Loss of control,,Loss of control
19720725-0,Loss of control,,Loss of control
19720926-0,Loss of control,,Loss of control
19720930-0,Loss of control,,Loss of control
19721002-1,Loss of control;Shot down,SECURITY,Loss of control
19721022-1,Icing;Loss of control,WEATHER,Loss of control
19721128-1,Loss of control,,Loss of control
19721203-0,Low visibility;Loss of control,WEATHER,Loss of control
19721206-0,Icing;Loss of control,WEATHER,Loss of control
19721208-1,Loss of control,,Loss of control
19730121-0,Loss of control,,Loss of control
19730224-0,Loss of control,,Loss of control
19730228-1,Loss of control,,Loss of control
19730303-1,Icing;Loss of control,WEATHER,Loss of control
19730307-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
19730319-1,Sabotage;Loss of control,SECURITY,Loss of control
19730511-0,Loss of control,,Loss of control
19730520-0,Loss of control,,Loss of control
19730601-1,Loss of control,,Loss of control
19730609-0,Loss of control,,Loss of control
19730621-1,Thunderstorm;Loss of control,WEATHER,Loss of control
19730621-2,Loss of control,,Loss of control
19730712-0,Loss of control,,Loss of control
19730723-1,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19730726-0,Loss of control,,Loss of control
19730815-0,Loss of control,,Loss of control
19730908-1,Loss of control,,Loss of control
19730925-1,Loss of control,,Loss of control
19731010-1,Loss of control,,Loss of control
19731027-0,Icing;Loss of control,WEATHER,Loss of control
19731219-0,Icing;Loss of control,WEATHER,Loss of control
19740104-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
19740106-1,Icing;Loss of control,WEATHER,Loss of control
19740107-0,Icing;Loss of control,WEATHER,Loss of control
19740114-0,Loss of control,,Loss of control
19740126-0,Icing;Loss of control,WEATHER,Loss of control
19740130-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19740303-4,Loss of control,,Loss of control
19740305-1,Loss of control,,Loss of control
19740519-2,Loss of control,,Loss of control
19740531-0,Loss of control,,Loss of control
19740612-1,Loss of control,,Loss of control
19740807-0,Loss of control,,Loss of control
19740831-0,Loss of control,,Loss of control
19740908-0,Sabotage;Loss of control,SECURITY,Loss of control
19740915-0,Hijack;Loss of control,SECURITY,Loss of control
19741022-0,Thunderstorm;Loss of control,WEATHER,Loss of control
19741222-1,Loss of control,,Loss of control
19741224-0,Loss of control,,Loss of control
19750201-3,Icing;Loss of control,WEATHER,Loss of control
19750409-0,Loss of control,,Loss of control
19750731-2,Loss of control,,Loss of control
19750807-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19750815-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19751010-0,Loss of control,,Loss of control
19751112-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19751122-0,Icing;Loss of control,WEATHER,Loss of control
19760101-1,Sabotage;Loss of control,SECURITY,Loss of control
19760209-0,Loss of control,,Loss of control
19760409-0,Loss of control,,Loss of control
19760417-0,Loss of control,,Loss of control
19760514-0,Loss of control,,Loss of control
19760515-0,Loss of control,,Loss of control
19760728-0,Loss of control,,Loss of control
19760816-0,Loss of control,,Loss of control
19760828-3,Loss of control,,Loss of control
19761006-0,Sabotage;Loss of control,SECURITY,Loss of control
19761025-0,Loss of control,,Loss of control
19761104-0,Loss of control,,Loss of control
19761216-3,Loss of control,,Loss of control
19770106-2,Loss of control,,Loss of control
19770115-1,Icing;Loss of control,WEATHER,Loss of control
19770131-0,Icing;Loss of control,WEATHER,Loss of control
19770214-1,Loss of control,,Loss of control
19770215-0,Loss of control,,Loss of control
19770221-0,Icing;Loss of control,WEATHER,Loss of control
19770318-0,Loss of control,,Loss of control
19770329-0,Loss of control,,Loss of control
19770428-1,Loss of control,,Loss of control
19770718-0,Loss of control,,Loss of control
19770720-1,Loss of control,,Loss of control
19770825-0,Loss of control,,Loss of control
19770923-0,Loss of control,,Loss of control
19771204-0,Hijack;Loss of control,SECURITY,Loss of control
19771209-0,Loss of control,,Loss of control
19780316-0,Loss of control,,Loss of control
19780404-0,Loss of control,,Loss of control
19780408-0,Loss of control,,Loss of control
19780415-0,Loss of control,,Loss of control
19780519-1,Loss of control,,Loss of control
19780823-0,Loss of control,,Loss of control
19780906-1,Loss of control,,Loss of control
19781003-1,Loss of control,,Loss of control
19781020-0,Loss of control,,Loss of control
19781023-0,Icing;Loss of control,WEATHER,Loss of control
19781127-0,Icing;Loss of control,WEATHER,Loss of control
19781130-0,Lightningstrike;Loss of control,WEATHER,Loss of control
19781204-0,Loss of control,,Loss of control
19781219-0,Loss of control,,Loss of control
19790102-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19790115-1,Icing;Loss of control,WEATHER,Loss of control
19790118-0,Loss of control,,Loss of control
19790212-0,Icing;Loss of control,WEATHER,Loss of control
19790212-1,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19790404-0,Loss of control,,Loss of control
19790706-0,Loss of control,,Loss of control
19790723-0,Loss of control,,Loss of control
19790802-0,Loss of control,,Loss of control
19790803-0,Loss of control,,Loss of control
19800223-0,Loss of control,,Loss of control
19800327-0,Icing;Loss of control,WEATHER,Loss of control
19800330-0,Loss of control,,Loss of control
19800403-1,Loss of control,,Loss of control
19800411-1,Cause undetermined;Loss of control,UNKNOWN,Loss of control
19800423-0,Loss of control,,Loss of control
19800506-0,Loss of control,,Loss of control
19800513-2,Loss of control,,Loss of control
19800519-0,Loss of control,,Loss of control
19800627-0,Loss of control,,Loss of control
19800708-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19801015-0,Loss of control,,Loss of control
19801029-0,Loss of control,,Loss of control
19801221-0,Loss of control,,Loss of control
19810114-1,Loss of control,,Loss of control
19810503-0,Loss of control,,Loss of control
19810507-0,Thunderstorm;Loss of control,WEATHER,Loss of control
19810708-0,Loss of control,,Loss of control
19810720-1,Loss of control,,Loss of control
19810801-1,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19811001-0,Turbulence;Loss of control,WEATHER,Loss of control
19811113-0,Loss of control,,Loss of control
19820113-0,Icing;Loss of control,WEATHER,Loss of control
19820315-0,Loss of control,,Loss of control
19820326-0,Loss of control,,Loss of control
19820503-0,Shot down by aircraft;Loss of control;Shot down,SECURITY,Loss of control
19820505-0,Loss of control,,Loss of control
19820506-0,Loss of control,,Loss of control
19820512-2,Loss of control,,Loss of control
19820601-0,Shot down by aircraft;Loss of control;Shot down,SECURITY,Loss of control
19820607-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19820622-0,Loss of control,,Loss of control
19820706-0,Loss of control,,Loss of control
19821116-1,Loss of control,,Loss of control
19821209-1,Loss of control,,Loss of control
19830111-2,Icing;Loss of control;Cause undetermined,UNKNOWN;WEATHER,Loss of control
19830213-0,Missing;Loss of control,UNKNOWN,Loss of control
19830222-0,Loss of control,,Loss of control
19830420-0,Loss of control,,Loss of control
19830429-0,Loss of control,,Loss of control
19830429-2,Loss of control,,Loss of control
19830606-0,Loss of control,,Loss of control
19830628-0,Loss of control,,Loss of control
19830821-0,Loss of control,,Loss of control
19830828-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
19830923-0,Sabotage;Loss of control,SECURITY,Loss of control
19830929-0,Loss of control,,Loss of control
19831121-1,Icing;Loss of control,WEATHER,Loss of control
19831126-0,Loss of control,,Loss of control
19831224-0,Loss of control,,Loss of control
19840118-2,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19840313-1,Loss of control,,Loss of control
19840604-0,Loss of control,,Loss of control
19840926-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
19841008-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
19841220-0,Loss of control,,Loss of control
19850118-0,Loss of control,,Loss of control
19850119-0,Loss of control,,Loss of control
19850121-0,Loss of control,,Loss of control
19850311-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19850312-0,Icing;Loss of control,WEATHER,Loss of control
19850312-1,Loss of control,,Loss of control
19850325-0,Loss of control,,Loss of control
19850420-1,Loss of control,,Loss of control
19850610-1,Loss of control,,Loss of control
19850623-1,Loss of control,,Loss of control
19850710-0,Loss of control,,Loss of control
19850711-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19850802-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19850827-0,Loss of control,,Loss of control
19851010-0,Loss of control,,Loss of control
19851125-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19851208-0,Loss of control,,Loss of control
19851212-0,Icing;Loss of control,WEATHER,Loss of control
19851212-2,Loss of control,,Loss of control
19851226-0,Loss of control,,Loss of control
19860131-1,Icing;Loss of control,WEATHER,Loss of control
19860202-0,Icing;Loss of control,WEATHER,Loss of control
19860307-0,Loss of control,,Loss of control
19860320-1,Loss of control,,Loss of control
19860404-1,Turbulence;Loss of control,WEATHER,Loss of control
19860622-0,Loss of control,,Loss of control
19860914-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19861014-0,Loss of control,,Loss of control
19861129-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19870103-0,Loss of control,,Loss of control
19870118-0,Icing;Loss of control,WEATHER,Loss of control
19870205-1,Loss of control,,Loss of control
19870219-0,Loss of control,,Loss of control
19870404-1,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19870408-0,Loss of control,,Loss of control
19870512-0,Loss of control,,Loss of control
19870623-0,Loss of control,,Loss of control
19870831-0,Loss of control,,Loss of control
19870912-0,Loss of control,,Loss of control
19871014-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19871015-0,Icing;Loss of control,WEATHER,Loss of control
19871015-1,Loss of control,,Loss of control
19871022-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19871023-0,Turbulence;Loss of control,WEATHER,Loss of control
19871115-0,Icing;Loss of control,WEATHER,Loss of control
19871129-0,Sabotage;Loss of control,SECURITY,Loss of control
19871205-0,Loss of control,,Loss of control
19871207-0,Loss of control;Pilot or passenger suicide,SECURITY,Loss of control
19880124-0,Loss of control,,Loss of control
19880301-0,Sabotage;Loss of control,SECURITY,Loss of control
19880608-0,Loss of control,,Loss of control
19880609-1,Loss of control,,Loss of control
19880624-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19880703-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19880730-0,Loss of control,,Loss of control
19880901-0,Loss of control,,Loss of control
19881101-0,Loss of control,,Loss of control
19881102-1,Icing;Loss of control,WEATHER,Loss of control
19881118-2,Loss of control,,Loss of control
19890131-0,Loss of control,,Loss of control
19890310-1,Icing;Loss of control,WEATHER,Loss of control
19890321-0,Loss of control,,Loss of control
19890422-0,Loss of control,,Loss of control
19890426-1,Loss of control,,Loss of control
19890501-0,Loss of control,,Loss of control
19890508-2,Loss of control,,Loss of control
19890805-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19890903-1,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19890904-2,Loss of control,,Loss of control
19890919-1,Sabotage;Loss of control,SECURITY,Loss of control
19890920-2,Loss of control,,Loss of control
19890923-0,Loss of control,,Loss of control
19891124-0,Loss of control,,Loss of control
19891201-0,Loss of control,,Loss of control
19891228-2,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19900129-0,Icing;Loss of control,WEATHER,Loss of control
19900227-0,Icing;Loss of control,WEATHER,Loss of control
19900327-1,Loss of control,,Loss of control
19900510-0,Loss of control,,Loss of control
19900518-2,Loss of control,,Loss of control
19900823-0,Loss of control,,Loss of control
19900910-0,Loss of control,,Loss of control
19900920-1,Loss of control,,Loss of control
19900929-0,Loss of control,,Loss of control
19901029-0,Loss of control,,Loss of control
19901112-0,Loss of control,,Loss of control
19901204-1,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19901221-0,Turbulence;Loss of control,WEATHER,Loss of control
19901231-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19910130-0,Icing;Loss of control,WEATHER,Loss of control
19910217-2,Icing;Loss of control,WEATHER,Loss of control
19910303-0,Loss of control,,Loss of control
19910303-1,Loss of control,,Loss of control
19910510-0,Loss of control,,Loss of control
19910610-1,Loss of control,,Loss of control
19910710-0,Thunderstorm;Loss of control,WEATHER,Loss of control
19910806-0,Loss of control,,Loss of control
19910806-1,Loss of control,,Loss of control
19910903-0,Loss of control,,Loss of control
19911015-1,Loss of control,,Loss of control
19911029-0,Loss of control,,Loss of control
19911126-1,Icing;Loss of control,WEATHER,Loss of control
19911228-0,Loss of control,,Loss of control
19920206-0,Loss of control,,Loss of control
19920319-0,Loss of control,,Loss of control
19920322-1,Icing;Loss of control,WEATHER,Loss of control
19920416-0,Loss of control,,Loss of control
19920607-0,Loss of control,,Loss of control
19920612-0,Loss of control,,Loss of control
19920622-1,Loss of control,,Loss of control
19920716-1,Loss of control,,Loss of control
19920728-1,Cause undetermined;Loss of control,UNKNOWN,Loss of control
19920827-1,Loss of control,,Loss of control
19920831-0,Loss of control,,Loss of control
19921006-0,Loss of control,,Loss of control
19921019-0,Loss of control,,Loss of control
19921124-0,Loss of control,,Loss of control
19921209-0,Loss of control,,Loss of control
19921214-0,Loss of control,,Loss of control
19930102-3,Icing;Loss of control,WEATHER,Loss of control
19930203-1,Loss of control,,Loss of control
19930305-1,Icing;Loss of control,WEATHER,Loss of control
19930330-0,Loss of control,,Loss of control
19930426-2,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19930428-0,Loss of control,,Loss of control
19930522-0,Loss of control,,Loss of control
19930527-0,Loss of control,,Loss of control
19930607-0,Loss of control,,Loss of control
19930609-0,Loss of control,,Loss of control
19930617-0,Turbulence;Loss of control,WEATHER,Loss of control
19930705-1,Loss of control,,Loss of control
19930726-2,Loss of control,,Loss of control
19930822-0,Loss of control,,Loss of control
19930826-3,Turbulence;Loss of control,WEATHER,Loss of control
19930921-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19930922-1,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19931201-1,Icing;Loss of control,WEATHER,Loss of control
19931203-0,Loss of control,,Loss of control
19931215-1,Loss of control,,Loss of control
19940107-0,Loss of control,,Loss of control
19940118-1,Loss of control,,Loss of control
19940127-0,Loss of control,,Loss of control
19940224-0,Icing;Loss of control,WEATHER,Loss of control
19940225-1,Icing;Loss of control,WEATHER,Loss of control
19940308-0,Loss of control,,Loss of control
19940314-0,Loss of control,,Loss of control
19940318-0,Loss of control,,Loss of control
19940318-1,Loss of control,,Loss of control
19940404-1,Loss of control,,Loss of control
19940406-1,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19940630-0,Loss of control,,Loss of control
19940702-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19940917-1,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19940923-0,Loss of control,,Loss of control
19940923-1,Loss of control,,Loss of control
19941029-0,Icing;Loss of control,WEATHER,Loss of control
19941031-1,Icing;Loss of control,WEATHER,Loss of control
19941204-0,Icing;Loss of control,WEATHER,Loss of control
19941213-0,Loss of control,,Loss of control
19941214-0,Loss of control,,Loss of control
19941215-0,Loss of control,,Loss of control
19950413-2,Loss of control,,Loss of control
19950417-0,Loss of control,,Loss of control
19950423-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19950424-0,Loss of control,,Loss of control
19950428-1,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19950725-0,Loss of control,,Loss of control
19950902-0,Loss of control,,Loss of control
19950912-0,Loss of control,,Loss of control
19950920-0,Loss of control,,Loss of control
19951021-0,Loss of control,,Loss of control
19951207-0,Loss of control,,Loss of control
19951213-0,Icing;Loss of control,WEATHER,Loss of control
19951230-1,Icing;Loss of control,WEATHER,Loss of control
19960102-1,Icing;Loss of control,WEATHER,Loss of control
19960204-0,Loss of control,,Loss of control
19960212-0,Loss of control,,Loss of control
19960219-1,Loss of control,,Loss of control
19960604-0,Loss of control,,Loss of control
19960624-1,Loss of control,,Loss of control
19960630-1,Loss of control,,Loss of control
19960724-0,Loss of control,,Loss of control
19960803-0,Loss of control,,Loss of control
19960812-2,Loss of control,,Loss of control
19960918-0,Loss of control,,Loss of control
19961023-0,Loss of control,,Loss of control
19961030-0,Loss of control,,Loss of control
19961114-0,Icing;Loss of control,WEATHER,Loss of control
19961126-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
19961206-1,Loss of control,,Loss of control
19961207-0,Loss of control,,Loss of control
19961209-0,Loss of control,,Loss of control
19961217-3,Icing;Loss of control,WEATHER,Loss of control
19961222-0,Loss of control,,Loss of control
19970109-0,Icing;Loss of control,WEATHER,Loss of control
19970129-0,Loss of control,,Loss of control
19970201-1,Loss of control,,Loss of control
19970302-0,Loss of control,,Loss of control
